question,answer
How do I update or create a document with ID 485 in the 'events' index?,"PUT /events/_doc/485
{
  ""timestamp"": ""User logged in"",
  ""updated"": true
}"
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I update or create a document with ID 398 in the 'users' index?,"PUT /users/_doc/398
{
  ""username"": ""File uploaded"",
  ""updated"": true
}"
How do I update or create a document with ID 215 in the 'audit' index?,"PUT /audit/_doc/215
{
  ""event_type"": ""User logged in"",
  ""updated"": true
}"
How do I update or create a document with ID 145 in the 'audit' index?,"PUT /audit/_doc/145
{
  ""ip_address"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 459 from the 'events' index?,GET /events/_doc/459
How do I insert a new document with random data into the 'security' index?,"POST /security/_doc
{
  ""message"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 452 in the 'security' index?,"PUT /security/_doc/452
{
  ""ip_address"": ""System rebooted"",
  ""updated"": true
}"
How do I retrieve document ID 269 from the 'metrics' index?,GET /metrics/_doc/269
How do I update or create a document with ID 235 in the 'logs' index?,"PUT /logs/_doc/235
{
  ""message"": ""Login failed"",
  ""updated"": true
}"
How do I delete a specific document with ID 207 from the 'events' index?,DELETE /events/_doc/207
How do I retrieve document ID 106 from the 'metrics' index?,GET /metrics/_doc/106
How do I update or create a document with ID 348 in the 'audit' index?,"PUT /audit/_doc/348
{
  ""username"": ""System rebooted"",
  ""updated"": true
}"
How do I update or create a document with ID 309 in the 'users' index?,"PUT /users/_doc/309
{
  ""timestamp"": ""User logged in"",
  ""updated"": true
}"
How do I update or create a document with ID 333 in the 'security' index?,"PUT /security/_doc/333
{
  ""message"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete the entire 'events' index?,DELETE /events
How do I insert a new document with random data into the 'logs' index?,"POST /logs/_doc
{
  ""message"": ""System rebooted"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I update or create a document with ID 371 in the 'events' index?,"PUT /events/_doc/371
{
  ""ip_address"": ""User logged in"",
  ""updated"": true
}"
How do I retrieve document ID 413 from the 'audit' index?,GET /audit/_doc/413
How do I delete a specific document with ID 71 from the 'security' index?,DELETE /security/_doc/71
How do I search for documents in 'metrics' where 'timestamp' contains 'File uploaded'?,"GET /metrics/_search
{
  ""query"": {
    ""match_phrase"": {
      ""timestamp"": ""File uploaded""
    }
  }
}"
How do I update or create a document with ID 122 in the 'users' index?,"PUT /users/_doc/122
{
  ""status_code"": ""Unauthorized access"",
  ""updated"": true
}"
How do I delete a specific document with ID 148 from the 'security' index?,DELETE /security/_doc/148
How do I update or create a document with ID 87 in the 'logs' index?,"PUT /logs/_doc/87
{
  ""timestamp"": ""Login failed"",
  ""updated"": true
}"
How do I delete the entire 'audit' index?,DELETE /audit
How do I search for documents in 'security' where 'event_type' contains 'User logged in'?,"GET /security/_search
{
  ""query"": {
    ""match_phrase"": {
      ""event_type"": ""User logged in""
    }
  }
}"
How do I insert a new document with random data into the 'app' index?,"POST /app/_doc
{
  ""message"": ""Login failed"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
How do I delete the entire 'metrics' index?,DELETE /metrics
How do I update or create a document with ID 95 in the 'metrics' index?,"PUT /metrics/_doc/95
{
  ""timestamp"": ""System rebooted"",
  ""updated"": true
}"
How do I delete the entire 'users' index?,DELETE /users
How do I delete the entire 'events' index?,DELETE /events
How do I insert a new document with random data into the 'users' index?,"POST /users/_doc
{
  ""user_id"": ""File uploaded"",
  ""timestamp"": ""2023-01-01T00:00:00Z""
}"
